reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário,custo
0.16,4.572,2.4384,72.121128,20.6325,117.6,-2,5,2,2019,3,2,2019,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,886.1291573390336
0.81,3.3528,1.8288,79.83219199999999,32.235,125.5275,-3,24,10,2019,21,10,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,2089.894006812235
0.41,3.9624,1.8288,81.192968,31.1325,125.79,-3,9,1,2021,6,1,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1238.7786804818593
0.98,7.62,3.9624,485.34344,24.36,63.735,-4,11,8,2023,7,8,2023,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,5632.004982823427
0.05,1.8288,1.524,1693.258936,27.2475,75.9675,-1,6,2,2019,5,2,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,998.8491553331882
0.72,3.6576,1.8288,54.43104,21.84,91.7175,1,14,6,2021,15,6,2021,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1537.748387103003
0.89,7.9248,2.7432000000000003,466.746168,23.94,71.61,1,28,5,2023,29,5,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3340.1048814219102
0.52,2.1336,1.524,88.904032,18.375,90.615,0,25,5,2020,25,5,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,1181.125432622735
0.24,4.572,1.8288,81.64656,36.33,55.965,-1,21,10,2019,20,10,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,724.1722088884787
0.16,3.3528,2.4384,1709.134656,18.0075,80.7975,0,30,10,2019,30,10,2019,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,953.853010786464
0.86,2.4384,1.2192,218.631344,30.7125,84.4725,1,10,3,2019,11,3,2019,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1678.0657838648526
0.44,3.9624,2.4384,298.463536,27.5625,54.18,-2,24,11,2021,22,11,2021,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,930.1985057035314
0.94,7.315200000000001,2.7432000000000003,125.644984,23.0475,102.165,-2,29,5,2019,27,5,2019,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,3954.0826069791683
0.35,2.1336,1.2192,39.916096,27.615,115.5525,-2,11,10,2020,9,10,2020,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,1054.1648541954546
0.07,7.315200000000001,2.4384,177.354472,29.19,63.735,-1,5,7,2019,4,7,2019,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,654.2831109407955
0.21,0.9144,0.6096,5.896696,28.0875,127.365,-2,5,6,2023,3,6,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,909.9868958834194
0.3,8.8392,2.7432000000000003,482.168296,21.42,62.790000000000006,0,13,11,2021,13,11,2021,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1012.9963526269551
0.41,2.4384,1.2192,17.690088,24.5175,59.6925,2,25,9,2022,27,9,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,776.9024080209865
0.15,7.010400000000001,1.8288,53.070264,33.495,92.085,-2,25,6,2022,23,6,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,804.3857548481795
0.05,7.315200000000001,3.048,1455.123136,26.0925,126.2625,-4,24,6,2023,20,6,2023,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1009.6492944815999
0.69,4.8768,2.4384,1498.667968,29.5575,100.905,-1,2,9,2022,1,9,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2236.2611130539603
0.68,3.048,1.2192,60.327736,26.4075,90.4575,-3,9,6,2023,6,6,2023,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1516.3765121737538
0.78,13.716,3.3528,356.523312,25.2,90.09,-3,15,2,2021,12,2,2021,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,3373.775823333332
0.82,3.6576,2.4384,524.352352,21.9975,130.3575,0,13,10,2021,13,10,2021,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,2690.3081981432106
0.45,10.668,1.8288,346.99788,28.245,73.185,-1,5,2,2020,4,2,2020,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,1217.7363182284207
0.93,3.6576,2.4384,390.08912,24.99,100.5375,-1,9,11,2020,8,11,2020,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,2579.277676875001
0.09,3.9624,2.1336,183.70476,20.5275,100.9575,4,7,12,2019,11,12,2019,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,795.847662261871
0.95,0.9144,0.9144,71.667536,21.0525,105.1575,0,11,1,2023,11,1,2023,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1775.35620801167
0.41,5.1816,4.572,1125.815344,31.605,103.2675,-4,28,5,2023,24,5,2023,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,1468.2597768822127
0.36,4.572,1.8288,54.43104,26.7225,109.5675,-2,14,5,2023,12,5,2023,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1046.6050725774014
0.41,3.3528,2.4384,72.57472,22.8375,93.87,1,13,1,2019,14,1,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1017.9586416978585
0.13,2.1336,1.2192,16.782904,32.76,111.2475,-4,4,5,2023,30,4,2023,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,842.1173513657075
0.49,4.572,2.1336,462.210248,23.520000000000003,52.6575,2,6,1,2020,8,1,2020,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,1133.0702778146988
0.68,2.1336,1.2192,201.84844,16.8,58.8,4,30,11,2022,4,12,2022,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,1309.8453828875938
0.38,13.4112,3.3528,364.687968,24.5175,114.9225,1,10,3,2021,11,3,2021,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1441.8187223881514
0.5,1.524,1.2192,858.6496559999999,45.36,96.285,-3,6,4,2019,3,4,2019,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1533.558032618197
0.08,1.8288,1.524,52.16308,23.0475,72.765,-1,11,6,2020,10,6,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,672.2330087475199
0.44,3.3528,2.4384,801.043472,29.19,120.75,-2,26,2,2019,24,2,2019,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,1557.2071877003275
0.87,2.4384,1.2192,77.564232,22.05,52.7625,1,3,1,2022,4,1,2022,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,1655.4289521427395
0.63,4.2672,2.1336,167.375448,34.23,114.45,-3,11,11,2022,8,11,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1874.456632704729
0.21,5.486400000000001,2.4384,106.59412,34.3875,71.1375,3,26,3,2022,29,3,2022,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,683.7773167606808
0.9,3.9624,1.8288,47.62716,32.550000000000004,109.4625,2,7,8,2022,9,8,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,2346.457793602133
0.95,2.4384,1.2192,63.50288,20.3175,59.4825,0,11,5,2019,11,5,2019,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,1708.0873649487094
0.28,4.2672,2.1336,54.884632,33.9675,113.1375,3,13,7,2020,16,7,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,949.5583153350151
0.77,5.1816,2.4384,189.601456,25.095,119.6475,0,2,11,2022,2,11,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,2586.863640738637
0.92,5.1816,3.3528,261.268992,24.6225,104.37,-3,4,6,2023,1,6,2023,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,3786.5165770279723
0.64,3.9624,2.1336,78.925008,35.91,100.9575,1,25,10,2022,26,10,2022,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1579.814293826696
0.2,3.3528,2.1336,48.534344,28.8225,116.235,3,9,4,2020,12,4,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,871.1609888721971
0.82,3.9624,2.4384,333.843712,33.7575,55.545,-4,22,10,2021,18,10,2021,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,1968.300905259875
0.52,5.7912,2.4384,1295.458752,36.5925,86.625,1,25,9,2021,26,9,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1329.4873824735678
0.77,5.7912,3.3528,306.1746,25.305,77.07,3,6,6,2023,9,6,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2090.3877897424386
0.63,3.9624,1.8288,625.049776,21.6825,123.69,0,13,9,2022,13,9,2022,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1709.3040744123634
0.44,3.9624,2.1336,1899.189704,30.24,109.3575,-1,18,7,2020,17,7,2020,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1563.9699027156246
0.24,11.2776,3.048,1519.079608,45.727500000000006,116.6025,1,11,4,2020,12,4,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,1147.0723418768891
0.38,8.2296,2.4384,210.92028,26.9325,119.07,1,19,8,2020,20,8,2020,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,1308.7230788823108
0.1,1.8288,1.524,223.167264,27.5625,107.2575,-3,21,3,2019,18,3,2019,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,867.1805255051269
0.63,10.9728,3.048,198.673296,26.4075,114.45,2,22,4,2023,24,4,2023,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,2640.0004375801277
0.04,2.4384,1.2192,25.401152,28.7175,83.1075,2,27,3,2019,29,3,2019,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,691.4892836617688
0.1,7.010400000000001,2.4384,161.932344,32.97,104.9475,4,12,11,2020,16,11,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,749.2525688363127
0.34,7.010400000000001,1.8288,217.270568,24.78,75.6525,0,26,9,2019,26,9,2019,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,892.163524703465
0.88,7.010400000000001,3.048,198.219704,18.8475,111.9825,-2,17,10,2020,15,10,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,3462.1579576716067
0.78,5.486400000000001,2.4384,2115.099496,21.21,117.075,0,12,3,2019,12,3,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,2919.743888076923
0.22,5.486400000000001,2.1336,85.275296,20.37,88.35749999999999,3,13,6,2021,16,6,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,863.7549327949872
0.75,4.572,1.8288,205.477176,27.0375,107.1,1,26,7,2023,27,7,2023,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,2080.7332750042506
0.85,3.6576,1.8288,140.159928,22.365,127.5225,4,18,9,2021,22,9,2021,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,2260.9714975710967
0.04,2.7432000000000003,1.2192,122.46984,18.06,110.355,4,9,6,2023,13,6,2023,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,801.3591354722253
0.53,5.1816,2.4384,422.294152,33.495,126.8925,1,7,5,2021,8,5,2021,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,1779.8170505863618
0.45,4.2672,1.8288,216.363384,28.1925,75.8625,-3,7,11,2021,4,11,2021,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1299.4689381774535
0.21,2.4384,1.524,1319.499128,29.7675,84.735,2,13,9,2019,15,9,2019,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1029.6226267047355
0.24,11.5824,4.572,1085.445656,24.7275,55.02,-4,21,12,2019,17,12,2019,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,1097.573417101921
0.01,3.3528,1.8288,1077.281,30.87,92.9775,3,4,6,2020,7,6,2020,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,937.1040224035784
0.84,7.62,1.8288,94.347136,36.015,91.14,-4,12,5,2020,8,5,2020,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2748.5925966904742
0.56,2.1336,1.524,254.01152,32.0775,108.2025,2,7,12,2020,9,12,2020,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1383.9025695694643
0.08,12.4968,2.7432000000000003,1178.885608,31.6575,69.72,-1,22,9,2022,21,9,2022,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,802.2906173334517
0.05,1.2192,0.9144,214.549016,20.5275,127.5225,0,25,4,2020,25,4,2020,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,1002.140715221273
0.68,6.096,2.7432000000000003,576.515432,15.855,105.735,0,25,9,2019,25,9,2019,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2762.6978312579754
0.66,14.0208,3.048,1467.823712,35.7525,98.7525,-4,7,6,2020,3,6,2020,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,2684.1528667803027
0.26,3.6576,2.1336,821.455112,23.625,99.0675,1,11,3,2022,12,3,2022,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1238.3745490782185
0.91,1.8288,1.524,9.07184,20.895,97.0725,-3,20,11,2019,17,11,2019,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1600.2682293651183
0.12,5.7912,3.6576,503.48712,24.9375,100.695,3,6,8,2023,9,8,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,849.7154484637883
0.6,2.4384,1.2192,22.226008,24.0975,124.0575,-3,15,10,2021,12,10,2021,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1346.2359859889987
0.69,5.7912,2.1336,87.543256,23.3625,115.6575,-1,5,3,2023,4,3,2023,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,2268.434764415449
0.34,4.572,2.4384,308.896152,20.8425,56.5425,4,30,5,2022,3,6,2022,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,865.5747364554217
0.62,9.7536,1.8288,501.672752,23.4675,66.14999999999999,-3,15,1,2022,12,1,2022,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2126.5666624213277
0.04,4.572,1.8288,1299.54108,27.3525,124.95,1,21,4,2020,22,4,2020,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,923.1126616038149
0.69,2.4384,1.524,28.576296,27.8775,113.505,1,1,8,2023,2,8,2023,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1499.5045568134865
0.04,4.2672,1.8288,1157.566784,28.56,119.49,3,2,4,2021,5,4,2021,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,911.7380337236812
0.1,11.8872,3.6576,804.672208,28.14,109.62,-3,15,12,2022,12,12,2022,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1057.6179798838891
0.09,7.62,3.048,1261.439352,32.235,91.2975,-1,2,11,2021,1,11,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,892.2110013714212
0.49,8.5344,2.7432000000000003,949.821648,17.01,83.6325,0,26,6,2023,26,6,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1552.4711678154144
0.1,7.62,3.048,216.363384,26.6175,60.2175,4,21,2,2019,25,2,2019,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,662.7219805731906
0.11,1.8288,1.2192,190.962232,29.82,102.165,3,3,2,2021,6,2,2021,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,795.804692317622
0.52,0.9144,0.9144,12.700576,25.515,93.3975,2,23,8,2021,25,8,2021,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,1083.6125007660316
0.38,8.5344,2.1336,122.46984,34.7025,121.485,4,5,6,2022,9,6,2022,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1214.3147724919743
0.39,2.1336,1.524,65.317248,28.2975,80.115,-2,18,1,2022,16,1,2022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,894.7667621540658
0.87,5.7912,1.8288,250.836376,34.755,120.2775,3,24,7,2019,27,7,2019,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2748.4623573484855
0.33,1.2192,0.9144,143.788664,25.2525,65.10000000000001,-1,30,3,2019,29,3,2019,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,909.0945441257295
0.48,3.6576,1.8288,460.39588,26.565,116.0775,0,15,12,2020,15,12,2020,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,1492.2425308105232
0.25,7.315200000000001,2.4384,1271.418376,40.425,127.995,-2,1,6,2021,30,5,2021,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1347.2106966891638
0.43,1.524,1.2192,11.793392,36.3825,130.8825,0,18,6,2023,18,6,2023,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1209.7213590447623
0.65,2.4384,1.524,23.133192,18.1125,98.3325,-2,17,12,2021,15,12,2021,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1284.208049479692
0.31,4.2672,2.4384,345.637104,34.65,85.155,0,28,12,2022,28,12,2022,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,994.8664016917636
0.95,3.3528,1.8288,148.324584,19.32,85.2075,3,25,11,2020,28,11,2020,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,1977.0466013432401
0.17,2.4384,1.524,415.03668,27.3525,75.285,-4,11,5,2020,7,5,2020,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,767.194692974804
0.88,5.1816,1.8288,725.293608,18.06,91.7175,-4,29,5,2022,25,5,2022,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,2777.4217643087118
0.46,1.8288,1.524,169.643408,20.1075,121.0125,4,20,7,2020,24,7,2020,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1310.0467044245818
0.11,2.1336,1.2192,143.335072,26.355,54.2325,-1,29,9,2022,28,9,2022,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,658.3740333502996
0.76,6.7056,2.4384,111.13004,26.88,103.215,2,25,3,2021,27,3,2021,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2354.487479216629
0.36,4.2672,2.4384,61.688512,16.695,93.8175,-4,20,12,2019,16,12,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1014.8230889807046
0.18,3.3528,1.8288,18.14368,29.8725,57.540000000000006,-1,27,4,2019,26,4,2019,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,668.174168365145
0.33,7.315200000000001,1.8288,114.305184,33.495,121.275,0,9,6,2019,9,6,2019,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1111.801265617178
0.27,1.2192,0.9144,141.520704,35.28,119.28,-3,9,10,2019,6,10,2019,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,1077.7088780105942
0.29,9.144,2.1336,1522.254752,36.4875,87.4125,1,27,2,2022,28,2,2022,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,1188.6276726943345
0.43,2.7432000000000003,1.2192,160.57156799999998,28.2975,115.08,-2,26,6,2021,24,6,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1249.9800441661796
0.16,5.486400000000001,3.3528,477.178784,21.7875,106.4175,-2,28,10,2020,26,10,2020,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,935.2045203829401
0.54,7.9248,3.048,1657.87876,39.6375,90.2475,3,23,11,2019,26,11,2019,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1737.7243296109345
0.58,1.524,0.9144,187.333496,27.9825,122.6925,-4,22,12,2019,18,12,2019,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1542.9618089790613
0.04,4.2672,2.4384,282.134224,30.9225,109.41,4,11,9,2021,15,9,2021,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,798.3826246772433
0.69,3.6576,2.4384,93.893544,34.23,104.8425,-3,8,5,2022,5,5,2022,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2047.5020311825383
0.86,2.4384,1.524,758.859416,35.4375,72.135,0,5,5,2020,5,5,2020,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1705.6130037085804
0.18,5.1816,1.8288,229.06396,27.3525,90.4575,-1,23,1,2022,22,1,2022,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,859.602640559258
0.22,1.8288,1.2192,68.0388,15.855,53.2875,-3,27,3,2023,24,3,2023,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,770.8614523289637
0.94,1.524,1.524,1192.039776,50.82,125.6325,0,4,3,2023,4,3,2023,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2487.3896899602355
0.99,1.8288,1.524,51.709488,23.5725,128.4675,2,28,1,2021,30,1,2021,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2014.276665625
0.61,3.9624,2.4384,57.152592,22.575,60.585,2,23,2,2023,25,2,2023,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1203.5824552158604
0.9,2.7432000000000003,1.2192,23.586784,19.1625,125.9475,-4,2,5,2020,28,4,2020,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1785.2536234037498
0.57,3.048,1.2192,274.876752,35.2275,120.33,0,8,6,2020,8,6,2020,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1558.2550097601375
0.38,2.1336,1.2192,21.318824,32.0775,98.3325,0,29,9,2019,29,9,2019,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1077.0040291362095
0.33,1.524,1.2192,248.568416,26.775,79.485,-2,28,8,2021,26,8,2021,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,981.3652991136372
0.55,3.3528,2.4384,1577.139384,45.675,66.57,-1,15,7,2019,14,7,2019,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1219.94670431838
0.61,5.486400000000001,2.4384,95.25432,32.13,82.16250000000001,4,26,11,2020,30,11,2020,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1424.289015497395
0.36,4.572,2.4384,247.661232,26.145000000000003,93.9225,-4,9,4,2021,5,4,2021,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1092.5829562105769
0.2,3.9624,2.4384,340.647592,19.215,55.335,-3,12,5,2020,9,5,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,740.9703242663138
0.01,3.6576,2.1336,20.41164,28.245,117.915,-4,24,7,2021,20,7,2021,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,807.3651820175278
0.46,9.7536,3.3528,1289.562056,44.31,83.3175,1,13,6,2022,14,6,2022,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1526.557133234612
0.05,10.3632,3.048,595.112704,34.965,81.4275,-4,14,8,2022,10,8,2022,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,793.332300248025
0.04,1.8288,1.2192,182.797576,26.565,128.835,0,6,8,2022,6,8,2022,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,866.0377510474033
0.22,2.7432000000000003,1.2192,122.016248,20.475,113.7675,-2,9,11,2021,7,11,2021,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,1012.6079382337323
0.96,4.572,2.4384,652.718888,28.35,89.145,4,13,12,2020,17,12,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,2549.00302289627
0.36,3.6576,2.1336,410.047168,17.22,56.227500000000006,2,10,12,2020,12,12,2020,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,940.2877773013164
0.11,7.315200000000001,2.4384,542.496032,29.6625,61.057500000000005,-2,15,5,2020,13,5,2020,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,732.8322782137134
0.32,5.7912,1.8288,1757.669,37.905,70.77,0,30,6,2021,30,6,2021,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,1119.5015348552347
0.36,7.62,2.7432000000000003,1939.1058,28.9275,131.145,4,3,2,2023,7,2,2023,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1701.2072302354566
0.16,1.2192,1.2192,538.4137039999999,21.21,97.8075,-4,27,6,2020,23,6,2020,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,1015.4713480250518
0.42,5.1816,2.4384,312.97848,35.07,54.2325,-4,1,12,2021,27,11,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,915.8055595674275
0.2,6.7056,2.7432000000000003,227.703184,17.6925,64.7325,-3,22,4,2019,19,4,2019,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,847.5583637395845
0.57,3.3528,1.8288,655.44044,21.735,95.8125,4,10,11,2021,14,11,2021,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1413.4784056562921
0.57,7.315200000000001,1.8288,111.13004,19.11,53.55,0,7,6,2023,7,6,2023,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1527.4050203768163
0.45,0.9144,0.6096,7.711064,22.155,120.33,0,20,9,2022,20,9,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,1045.727501627102
0.24,7.315200000000001,3.048,855.02092,36.2775,118.86,-3,24,5,2021,21,5,2021,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1252.8212722963924
0.38,8.2296,3.048,236.775024,24.7275,60.795,3,27,3,2023,30,3,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,878.3577585242006
0.78,5.1816,3.3528,571.52592,29.4525,97.7025,2,30,10,2021,1,11,2021,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,2834.461581994463
0.4,1.8288,1.2192,80.739376,28.0875,56.805,2,25,8,2021,27,8,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,787.6601977181691
0.54,9.7536,2.7432000000000003,1586.664816,45.6225,61.845,0,4,2,2023,4,2,2023,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,1534.5651518251866
0.79,0.9144,0.6096,12.700576,25.2,82.74,-2,9,4,2023,7,4,2023,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1294.9514513698575
0.89,5.486400000000001,1.8288,276.69112,19.6875,68.9325,0,28,11,2020,28,11,2020,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,2033.0181888232241
0.38,0.9144,0.9144,19.504456,18.48,90.825,-4,26,6,2019,22,6,2019,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,923.8291891515332
0.58,3.9624,2.4384,140.61352,28.875,81.6375,0,8,1,2020,8,1,2020,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,1320.3742982151373
0.55,6.096,2.1336,237.682208,31.0275,113.6625,0,21,5,2019,21,5,2019,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1730.1300911575472
0.74,2.4384,1.524,9.979024,16.275000000000002,59.377500000000005,4,26,5,2021,30,5,2021,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,1196.7410568934251
